Measurement Count,IMU_MODE,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,X_DEL_ANG,Y_DEL_ANG,Z_DEL_ANG,ROLL,PITCH,HEADING
1,0,0.24700000,0.05400000,0.96900000,-0.03000000,-0.49000000,-0.15000000,-0.00911127,-0.14881748,-0.04555637,3.17000000,-14.09000000,-0.01000000
2,0,0.24700000,0.05700000,0.97100000,-0.04000000,0.01000000,-0.27000000,-0.00915332,-0.14880696,-0.04584015,3.33000000,-14.17000000,-0.05000000
3,0,0.24700000,0.05200000,0.96600000,-0.06000000,-0.47000000,-0.00000000,-0.00921485,-0.14928897,-0.04584015,3.24000000,-14.20000000,-0.03000000
4,0,0.24100000,0.05500000,0.97000000,-0.14000000,-0.01000000,0.25000000,-0.00935662,-0.14929910,-0.04558699,3.29000000,-14.17000000,-0.04000000
5,0,0.24400000,0.05600000,0.96500000,-0.07000000,0.01000000,0.09000000,-0.00942722,-0.14928901,-0.04549621,3.31000000,-14.18000000,-0.05000000
6,0,0.24700000,0.05800000,0.97100000,0.02000000,0.16000000,0.23000000,-0.00940658,-0.14912385,-0.04525880,3.32000000,-14.21000000,-0.05000000
7,0,0.24500000,0.06000000,0.97200000,0.09000000,0.10000000,-0.10000000,-0.00929566,-0.14900061,-0.04538205,3.33000000,-14.23000000,-0.05000000
8,0,0.24800000,0.06000000,0.97100000,0.05000000,0.03000000,-0.04000000,-0.00924002,-0.14896722,-0.04542656,3.34000000,-14.22000000,-0.05000000
9,0,0.24800000,0.05500000,0.97000000,0.01000000,-0.12000000,0.18000000,-0.00922940,-0.14909466,-0.04523540,3.34000000,-14.23000000,-0.05000000
10,0,0.25200000,0.05500000,0.96800000,-0.07000000,-0.10000000,0.17000000,-0.00930270,-0.14919939,-0.04505737,3.34000000,-14.23000000,-0.05000000
11,0,0.24600000,0.05600000,0.96800000,0.12000000,-0.25000000,0.16000000,-0.00917374,-0.14946805,-0.04488542,3.34000000,-14.22000000,-0.06000000
12,0,0.24600000,0.05700000,0.97000000,-0.23000000,-0.12000000,0.28000000,-0.00943824,-0.14960605,-0.04456343,3.35000000,-14.21000000,-0.06000000
13,0,0.24100000,0.05900000,0.96800000,0.32000000,-0.16000000,-0.07000000,-0.00905865,-0.14979585,-0.04464646,3.35000000,-14.21000000,-0.05000000
14,0,0.24600000,0.05900000,0.96600000,0.10000000,0.23000000,-0.30000000,-0.00894415,-0.14953250,-0.04498996,3.35000000,-14.21000000,-0.06000000
15,0,0.24600000,0.06200000,0.97000000,0.12000000,0.16000000,-0.12000000,-0.00879333,-0.14933141,-0.04514078,3.36000000,-14.21000000,-0.06000000
16,0,0.24100000,0.05600000,0.97000000,-0.13000000,-0.11000000,0.12000000,-0.00894965,-0.14946368,-0.04499648,3.36000000,-14.20000000,-0.06000000
17,0,0.24600000,0.05900000,0.97000000,-0.03000000,0.17000000,-0.23000000,-0.00902370,-0.14904404,-0.04556423,3.35000000,-14.20000000,-0.06000000
18,0,0.24600000,0.05400000,0.97000000,-0.03000000,0.10000000,-0.05000000,-0.00906747,-0.14889817,-0.04563716,3.36000000,-14.19000000,-0.06000000
19,0,0.24800000,0.05700000,0.96600000,0.17000000,0.15000000,-0.19000000,-0.00886998,-0.14872392,-0.04585788,3.36000000,-14.19000000,-0.06000000
20,0,0.24500000,0.05700000,0.96800000,0.07000000,0.01000000,-0.06000000,-0.00879297,-0.14871292,-0.04592389,3.36000000,-14.20000000,-0.06000000
21,0,0.24200000,0.05400000,0.96800000,0.02000000,-0.32000000,-0.06000000,-0.00876525,-0.14915637,-0.04600704,3.36000000,-14.19000000,-0.06000000
22,0,0.24800000,0.05600000,0.96500000,-0.16000000,-0.01000000,0.11000000,-0.00897523,-0.14916949,-0.04586268,3.36000000,-14.18000000,-0.06000000
23,0,0.24800000,0.05600000,0.97000000,-0.04000000,0.18000000,-0.26000000,-0.00902010,-0.14896760,-0.04615430,3.37000000,-14.18000000,-0.06000000
24,0,0.24900000,0.05800000,0.96600000,0.05000000,0.01000000,-0.06000000,-0.00896483,-0.14895655,-0.04622063,3.37000000,-14.19000000,-0.06000000
25,0,0.24600000,0.05800000,0.97200000,-0.04000000,-0.32000000,0.12000000,-0.00900734,-0.14929670,-0.04609307,3.37000000,-14.19000000,-0.06000000
26,0,0.24800000,0.06200000,0.97500000,-0.22000000,0.10000000,0.22000000,-0.00924361,-0.14918930,-0.04585680,3.37000000,-14.18000000,-0.06000000
27,0,0.24700000,0.05700000,0.97100000,0.08000000,0.26000000,0.12000000,-0.00915407,-0.14889830,-0.04572249,3.37000000,-14.19000000,-0.07000000
28,0,0.24600000,0.05800000,0.96900000,0.02000000,-0.14000000,0.23000000,-0.00913176,-0.14905446,-0.04546595,3.37000000,-14.19000000,-0.06000000
29,0,0.24500000,0.05900000,0.97000000,-0.26000000,-0.08000000,-0.25000000,-0.01276855,-0.15017347,-0.04896286,3.37000000,-14.19000000,-0.06000000
30,0,0.24600000,0.05200000,0.96800000,0.06000000,-0.03000000,0.00000000,-0.01270101,-0.15020724,-0.04896286,3.37000000,-14.19000000,-0.06000000
31,0,0.24500000,0.05900000,0.97100000,0.07000000,0.03000000,-0.00000000,-0.01262014,-0.15017259,-0.04896286,3.37000000,-14.19000000,-0.06000000
32,0,0.24200000,0.05300000,0.97100000,-0.10000000,0.10000000,0.03000000,-0.01273662,-0.15005611,-0.04892791,3.36000000,-14.19000000,-0.06000000
33,0,0.24400000,0.05900000,0.96700000,0.02000000,-0.09000000,0.16000000,-0.01271520,-0.15015248,-0.04875658,3.37000000,-14.19000000,-0.06000000
34,0,0.24600000,0.05800000,0.97200000,-0.02000000,0.16000000,-0.07000000,-0.01273591,-0.14998683,-0.04882905,3.37000000,-14.18000000,-0.06000000
35,0,0.24500000,0.05200000,0.96600000,-0.22000000,-0.05000000,0.03000000,-0.02479813,-0.15272825,-0.04718420,3.37000000,-14.18000000,-0.06000000
36,0,0.25000000,0.05600000,0.97000000,0.02000000,-0.02000000,0.25000000,-0.02477662,-0.15274976,-0.04691530,3.37000000,-14.19000000,-0.06000000
37,0,0.24400000,0.05600000,0.96900000,0.11000000,0.03000000,-0.16000000,-0.02466184,-0.15271846,-0.04708225,3.37000000,-14.19000000,-0.06000000
38,0,0.25000000,0.05700000,0.96400000,-0.16000000,0.26000000,0.09000000,-0.02482818,-0.15244816,-0.04698868,3.37000000,-14.19000000,-0.06000000
39,0,0.24500000,0.05900000,0.97000000,-0.17000000,0.09000000,0.09000000,-0.02499964,-0.15235738,-0.04689791,3.37000000,-14.19000000,-0.06000000
40,0,0.24800000,0.05900000,0.96800000,0.09000000,-0.15000000,-0.05000000,-0.02490923,-0.15250807,-0.04694814,3.38000000,-14.19000000,-0.07000000
41,0,0.24000000,0.05300000,0.96700000,-0.07000000,0.07000000,-0.06000000,-0.02878638,-0.14863092,-0.05027141,3.38000000,-14.19000000,-0.07000000
42,0,0.24800000,0.05200000,0.97000000,0.14000000,-0.04000000,-0.13000000,-0.02863970,-0.14867283,-0.05040761,3.38000000,-14.19000000,-0.07000000
43,0,0.25200000,0.05500000,0.96700000,-0.16000000,0.27000000,0.16000000,-0.02880295,-0.14839735,-0.05024436,3.38000000,-14.20000000,-0.06000000
44,0,0.24600000,0.05800000,0.96800000,0.03000000,-0.14000000,-0.12000000,-0.02877212,-0.14854122,-0.05036769,3.38000000,-14.20000000,-0.06000000
45,0,0.24300000,0.05800000,0.96800000,0.01000000,0.36000000,-0.24000000,-0.02876194,-0.14817486,-0.05061193,3.39000000,-14.20000000,-0.07000000
46,0,0.24300000,0.05900000,0.96900000,0.04000000,0.18000000,-0.08000000,-0.02872090,-0.14799018,-0.05069401,3.39000000,-14.20000000,-0.07000000
47,0,0.24300000,0.05700000,0.96700000,-0.17000000,0.07000000,-0.18000000,-0.03830642,-0.14404320,-0.06084338,3.39000000,-14.20000000,-0.07000000
48,0,0.24300000,0.05900000,0.97200000,-0.05000000,-0.01000000,-0.29000000,-0.03835871,-0.14405366,-0.06114666,3.39000000,-14.20000000,-0.07000000
49,0,0.24600000,0.05600000,0.96800000,-0.08000000,-0.02000000,0.20000000,-0.03844046,-0.14407410,-0.06094227,3.39000000,-14.19000000,-0.07000000
50,0,0.24300000,0.05700000,0.96700000,-0.12000000,0.15000000,-0.12000000,-0.03856075,-0.14392374,-0.06106256,3.39000000,-14.19000000,-0.07000000
51,0,0.24800000,0.05400000,0.96700000,-0.02000000,0.12000000,0.09000000,-0.03858071,-0.14380396,-0.06097273,3.39000000,-14.20000000,-0.07000000
52,0,0.24200000,0.05500000,0.96800000,0.21000000,0.07000000,0.21000000,-0.03837071,-0.14373396,-0.06076272,3.39000000,-14.19000000,-0.07000000
53,0,0.24500000,0.06000000,0.97100000,0.22000000,-0.27000000,-0.00000000,-0.02615381,-0.15872743,-0.06076272,3.39000000,-14.20000000,-0.07000000
54,0,0.24700000,0.05800000,0.96700000,0.20000000,-0.06000000,-0.25000000,-0.02594403,-0.15879036,-0.06102495,3.39000000,-14.20000000,-0.07000000
55,0,0.24500000,0.05300000,0.96900000,0.26000000,-0.29000000,0.07000000,-0.02567850,-0.15908653,-0.06095346,3.39000000,-14.20000000,-0.07000000
56,0,0.24900000,0.05800000,0.97100000,-0.02000000,0.03000000,-0.04000000,-0.02569886,-0.15905600,-0.06099417,3.39000000,-14.20000000,-0.07000000
57,0,0.24800000,0.06000000,0.97000000,0.02000000,0.37000000,-0.10000000,-0.02567878,-0.15868466,-0.06109453,3.39000000,-14.20000000,-0.07000000
58,0,0.24800000,0.05900000,0.97100000,0.20000000,0.16000000,0.00000000,-0.02546681,-0.15851508,-0.06109453,3.39000000,-14.20000000,-0.07000000
59,0,0.24200000,0.06100000,0.97100000,-0.37000000,-0.07000000,0.10000000,-0.04598007,-0.16239597,-0.05555040,3.39000000,-14.20000000,-0.07000000
60,0,0.25300000,0.05900000,0.97000000,0.11000000,0.10000000,0.13000000,-0.04586388,-0.16229034,-0.05541308,3.39000000,-14.20000000,-0.07000000
61,0,0.24600000,0.05500000,0.97000000,-0.13000000,0.33000000,-0.29000000,-0.04599757,-0.16195097,-0.05571132,3.39000000,-14.20000000,-0.07000000
62,0,0.24500000,0.05500000,0.96900000,-0.17000000,-0.13000000,0.04000000,-0.04616863,-0.16208178,-0.05567107,3.39000000,-14.20000000,-0.07000000
63,0,0.24100000,0.05800000,0.96800000,-0.16000000,-0.14000000,0.12000000,-0.04632951,-0.16222255,-0.05555041,3.38000000,-14.20000000,-0.07000000
64,0,0.25300000,0.05500000,0.96600000,-0.07000000,-0.01000000,-0.16000000,-0.04640073,-0.16223272,-0.05571320,3.38000000,-14.20000000,-0.07000000
65,0,0.24500000,0.05400000,0.96800000,-0.02000000,-0.22000000,-0.08000000,-0.04752881,-0.17464165,-0.06022554,3.38000000,-14.21000000,-0.07000000
66,0,0.24100000,0.06300000,0.97000000,-0.12000000,0.18000000,0.09000000,-0.04765877,-0.17444671,-0.06012807,3.38000000,-14.20000000,-0.07000000
67,0,0.24400000,0.05800000,0.97200000,-0.15000000,-0.09000000,-0.01000000,-0.04782022,-0.17454358,-0.06013883,3.38000000,-14.20000000,-0.07000000
68,0,0.24400000,0.05700000,0.97100000,0.01000000,0.03000000,-0.22000000,-0.04781001,-0.17451293,-0.06036361,3.38000000,-14.20000000,-0.07000000
69,0,0.24600000,0.05500000,0.96900000,-0.26000000,0.02000000,0.12000000,-0.04807200,-0.17449277,-0.06024269,3.38000000,-14.20000000,-0.07000000
70,0,0.24800000,0.05600000,0.96900000,0.03000000,-0.04000000,0.13000000,-0.04804127,-0.17453374,-0.06010956,3.38000000,-14.20000000,-0.07000000
71,0,0.24200000,0.05600000,0.96900000,0.07000000,-0.02000000,-0.02000000,-0.04416673,-0.17564075,-0.06121657,3.38000000,-14.19000000,-0.06000000
72,0,0.24500000,0.05100000,0.96400000,-0.04000000,-0.07000000,-0.30000000,-0.04420987,-0.17571624,-0.06154011,3.38000000,-14.19000000,-0.07000000
73,0,0.25000000,0.05900000,0.97000000,0.14000000,0.12000000,-0.00000000,-0.04406489,-0.17559198,-0.06154011,3.38000000,-14.19000000,-0.07000000
74,0,0.24700000,0.05100000,0.96800000,0.06000000,-0.23000000,0.06000000,-0.04400426,-0.17582440,-0.06147948,3.38000000,-14.20000000,-0.07000000
75,0,0.24800000,0.05800000,0.96800000,0.05000000,-0.10000000,0.21000000,-0.04395371,-0.17592550,-0.06126717,3.39000000,-14.20000000,-0.07000000
76,0,0.25400000,0.05900000,0.96400000,-0.26000000,0.07000000,-0.06000000,-0.04421868,-0.17585416,-0.06132832,3.39000000,-14.20000000,-0.07000000
77,0,0.24600000,0.05800000,0.97000000,-0.13000000,-0.10000000,-0.08000000,-0.05143692,-0.18140665,-0.06577031,3.39000000,-14.20000000,-0.07000000
78,0,0.24600000,0.05900000,0.96900000,0.17000000,0.08000000,0.08000000,-0.05125366,-0.18132041,-0.06568407,3.39000000,-14.20000000,-0.07000000
79,0,0.24700000,0.05700000,0.97000000,0.21000000,0.22000000,-0.17000000,-0.05104065,-0.18109726,-0.06585651,3.39000000,-14.20000000,-0.07000000
80,0,0.24500000,0.05500000,0.97300000,-0.22000000,-0.23000000,0.12000000,-0.05126280,-0.18132951,-0.06573533,3.39000000,-14.20000000,-0.07000000
81,0,0.25000000,0.05800000,0.96600000,0.25000000,0.03000000,0.18000000,-0.05101149,-0.18129936,-0.06555438,3.39000000,-14.20000000,-0.07000000
82,0,0.24800000,0.06000000,0.96800000,-0.04000000,0.16000000,-0.14000000,-0.05105215,-0.18113668,-0.06569672,3.39000000,-14.20000000,-0.07000000
83,0,0.24100000,0.05600000,0.97200000,-0.10000000,0.11000000,-0.06000000,-0.05668411,-0.17494153,-0.06907590,3.39000000,-14.19000000,-0.07000000
84,0,0.24300000,0.05800000,0.96700000,0.03000000,-0.19000000,-0.06000000,-0.05665224,-0.17514340,-0.06913965,3.39000000,-14.19000000,-0.07000000
85,0,0.24600000,0.06200000,0.96900000,0.06000000,-0.07000000,0.04000000,-0.05659126,-0.17521454,-0.06909900,3.39000000,-14.19000000,-0.07000000
86,0,0.24500000,0.06000000,0.96600000,0.06000000,-0.09000000,-0.08000000,-0.05653069,-0.17530540,-0.06917976,3.39000000,-14.19000000,-0.07000000
87,0,0.24400000,0.05600000,0.97000000,0.20000000,0.11000000,-0.12000000,-0.05632630,-0.17519298,-0.06930240,3.39000000,-14.20000000,-0.07000000
88,0,0.24700000,0.06100000,0.96800000,0.06000000,-0.25000000,-0.05000000,-0.05626237,-0.17545932,-0.06935567,3.39000000,-14.19000000,-0.07000000
89,0,0.24700000,0.06000000,0.96700000,0.02000000,0.11000000,0.14000000,-0.05515391,-0.16936278,-0.06159643,3.39000000,-14.19000000,-0.07000000
90,0,0.24400000,0.05500000,0.97200000,0.04000000,-0.01000000,0.21000000,-0.05511022,-0.16937370,-0.06136705,3.39000000,-14.19000000,-0.07000000
91,0,0.24800000,0.05800000,0.96600000,0.09000000,0.28000000,0.31000000,-0.05499490,-0.16901492,-0.06096982,3.39000000,-14.19000000,-0.07000000
92,0,0.24300000,0.05600000,0.97200000,-0.06000000,0.01000000,-0.05000000,-0.05506617,-0.16900304,-0.06102922,3.39000000,-14.19000000,-0.07000000
93,0,0.24600000,0.05700000,0.97000000,-0.10000000,0.13000000,0.02000000,-0.05518687,-0.16884613,-0.06100508,3.39000000,-14.19000000,-0.07000000
94,0,0.24700000,0.05400000,0.96900000,0.09000000,-0.01000000,-0.06000000,-0.05507425,-0.16885865,-0.06108016,3.39000000,-14.20000000,-0.07000000
95,0,0.24200000,0.05500000,0.96800000,0.02000000,0.03000000,0.27000000,-0.05398032,-0.16721775,-0.04631206,3.39000000,-14.20000000,-0.07000000
96,0,0.24400000,0.06100000,0.96500000,0.04000000,0.12000000,0.02000000,-0.05393619,-0.16708536,-0.04628999,3.39000000,-14.20000000,-0.07000000
97,0,0.24300000,0.06000000,0.97200000,-0.10000000,-0.06000000,-0.19000000,-0.05404072,-0.16714808,-0.04648861,3.39000000,-14.19000000,-0.07000000
