Measurement Count,IMU_MODE,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,X_DEL_ANG,Y_DEL_ANG,Z_DEL_ANG,ROLL,PITCH,HEADING
1,0,0.34100000,0.08100000,0.93500000,-0.25000000,0.20000000,0.05000000,-0.00024691,0.00019753,0.00004938,5.09000000,-20.02000000,0.06000000
2,0,0.33900000,0.08200000,0.93700000,-0.38000000,0.04000000,0.21000000,-0.00063118,0.00023798,0.00026174,5.04000000,-20.13000000,0.08000000
3,0,0.34300000,0.07900000,0.94000000,0.17000000,-0.01000000,0.27000000,-0.00046336,0.00022810,0.00052827,5.06000000,-20.07000000,0.07000000
4,0,0.34200000,0.08900000,0.93600000,0.17000000,-0.18000000,-0.00000000,-0.00029336,0.00004810,0.00052827,5.19000000,-20.08000000,0.03000000
5,0,0.33700000,0.08600000,0.93500000,0.00000000,-0.15000000,-0.05000000,-0.00029336,-0.00010026,0.00047882,5.21000000,-20.04000000,0.02000000
6,0,0.34500000,0.08600000,0.93700000,0.07000000,0.12000000,0.23000000,-0.00022467,0.00001748,0.00070449,5.20000000,-20.04000000,0.02000000
7,0,0.34300000,0.08300000,0.93200000,0.19000000,0.17000000,0.22000000,-0.00003806,0.00018445,0.00092057,5.19000000,-20.05000000,0.03000000
8,0,0.33900000,0.07500000,0.93500000,0.05000000,-0.02000000,0.42000000,0.00001750,0.00016222,0.00138734,5.16000000,-20.05000000,0.04000000
9,0,0.34400000,0.08100000,0.93300000,-0.11000000,-0.21000000,-0.05000000,-0.00009997,-0.00006205,0.00133394,5.15000000,-20.05000000,0.04000000
10,0,0.33900000,0.08300000,0.93400000,0.21000000,0.09000000,-0.12000000,0.00011669,0.00003080,0.00121014,5.13000000,-20.03000000,0.05000000
11,0,0.34500000,0.08100000,0.93300000,0.13000000,-0.01000000,-0.21000000,0.00024453,0.00002097,0.00100363,5.14000000,-20.03000000,0.04000000
12,0,0.33900000,0.08300000,0.93400000,0.01000000,0.12000000,-0.02000000,0.00025479,0.00014415,0.00098310,5.14000000,-20.03000000,0.04000000
13,0,0.34100000,0.08000000,0.93800000,-0.25000000,-0.08000000,0.01000000,-0.00001799,0.00005686,0.00099402,5.14000000,-20.03000000,0.04000000
14,0,0.34600000,0.07900000,0.93800000,-0.48000000,-0.27000000,0.13000000,-0.00051162,-0.00022081,0.00112771,5.13000000,-20.03000000,0.05000000
15,0,0.34400000,0.07900000,0.93700000,-0.04000000,-0.07000000,-0.13000000,-0.00055283,-0.00029293,0.00099377,5.10000000,-20.03000000,0.06000000
16,0,0.34900000,0.08500000,0.93700000,0.11000000,0.17000000,0.23000000,-0.00043624,-0.00011275,0.00123754,5.10000000,-20.04000000,0.06000000
17,0,0.33500000,0.08800000,0.93700000,0.20000000,0.21000000,0.21000000,-0.00019652,0.00013896,0.00148925,5.10000000,-20.03000000,0.06000000
18,0,0.34000000,0.08700000,0.93700000,-0.02000000,0.09000000,0.17000000,-0.00021767,0.00023413,0.00166902,5.10000000,-20.03000000,0.06000000
19,0,0.33800000,0.08700000,0.93700000,-0.00000000,-0.16000000,0.12000000,-0.00021767,0.00004830,0.00180840,5.11000000,-20.03000000,0.05000000
20,0,0.34300000,0.08200000,0.93500000,0.02000000,-0.03000000,-0.05000000,-0.00019396,0.00001274,0.00174912,5.11000000,-20.03000000,0.05000000
21,0,0.33800000,0.08700000,0.93600000,-0.08000000,0.04000000,-0.14000000,-0.00027510,0.00005331,0.00160711,5.10000000,-20.02000000,0.06000000
22,0,0.34500000,0.07700000,0.93500000,0.10000000,0.03000000,-0.36000000,-0.00016838,0.00008533,0.00122290,5.09000000,-20.03000000,0.06000000
23,0,0.34400000,0.08300000,0.93700000,0.38000000,-0.12000000,-0.02000000,0.00022812,-0.00003988,0.00120203,5.09000000,-20.03000000,0.06000000
24,0,0.34600000,0.09000000,0.94000000,-0.10000000,0.13000000,0.30000000,0.00010402,0.00012146,0.00157435,5.10000000,-20.02000000,0.06000000
25,0,0.33900000,0.08800000,0.93400000,-0.11000000,0.01000000,-0.05000000,-0.00003195,0.00013382,0.00151255,5.11000000,-20.03000000,0.05000000
26,0,0.34200000,0.08500000,0.93800000,-0.06000000,0.04000000,0.01000000,-0.00009677,0.00017703,0.00152335,5.11000000,-20.03000000,0.05000000
27,0,0.34400000,0.08300000,0.93600000,-0.05000000,-0.14000000,0.17000000,-0.00014884,0.00003126,0.00170037,5.11000000,-20.02000000,0.05000000
28,0,0.34400000,0.08100000,0.93400000,0.21000000,-0.02000000,-0.15000000,0.00332550,-0.00029963,-0.00078130,5.10000000,-20.02000000,0.05000000
29,0,0.34100000,0.08300000,0.93400000,-0.17000000,0.24000000,-0.15000000,0.00312307,-0.00001385,-0.00095991,5.10000000,-20.02000000,0.05000000
30,0,0.34300000,0.09200000,0.93500000,0.16000000,-0.17000000,0.13000000,0.00331588,-0.00021871,-0.00080325,5.11000000,-20.02000000,0.05000000
31,0,0.34100000,0.08100000,0.93200000,-0.07000000,-0.08000000,0.03000000,0.00322815,-0.00031897,-0.00076566,5.11000000,-20.02000000,0.05000000
32,0,0.34200000,0.08400000,0.93200000,-0.22000000,-0.17000000,0.19000000,0.00298769,-0.00050478,-0.00055798,5.11000000,-20.03000000,0.05000000
33,0,0.34200000,0.08400000,0.93600000,-0.27000000,-0.16000000,0.17000000,0.00266180,-0.00069790,-0.00035280,5.12000000,-20.03000000,0.05000000
34,0,0.34200000,0.08100000,0.93700000,-0.32000000,0.13000000,-0.02000000,-0.01507398,0.00650726,-0.00146128,5.11000000,-20.03000000,0.05000000
35,0,0.34200000,0.07800000,0.93700000,0.26000000,0.11000000,-0.17000000,-0.01478886,0.00662789,-0.00164770,5.10000000,-20.03000000,0.05000000
