Measurement Count,IMU_MODE,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,X_DEL_ANG,Y_DEL_ANG,Z_DEL_ANG,ROLL,PITCH,HEADING
1,0,-0.03400000,1.00200000,0.05200000,0.04000000,-0.01000000,0.01000000,0.01213821,-0.00303455,0.00303455,86.34000000,1.85000000,0.00000000
2,0,-0.03400000,0.99800000,0.05700000,-0.07000000,0.07000000,0.13000000,0.01205153,-0.00294788,0.00319552,86.88000000,2.12000000,0.02000000
3,0,-0.03900000,0.99800000,0.05700000,-0.32000000,0.23000000,-0.19000000,0.01172199,-0.00271102,0.00299985,86.86000000,2.12000000,0.02000000
4,0,-0.03700000,0.99900000,0.05200000,-0.07000000,0.00000000,0.06000000,0.01165282,-0.00271102,0.00305914,86.88000000,2.11000000,0.02000000
5,0,-0.04300000,0.99600000,0.05500000,0.09000000,0.14000000,0.15000000,0.01174104,-0.00257378,0.00320617,86.87000000,2.11000000,0.02000000
6,0,-0.03800000,0.99600000,0.05000000,-0.07000000,0.07000000,0.32000000,0.01166763,-0.00250038,0.00354175,86.88000000,2.14000000,0.02000000
7,0,-0.03500000,0.99900000,0.05400000,0.03000000,-0.02000000,0.14000000,0.01169998,-0.00252194,0.00369270,86.87000000,2.14000000,0.02000000
8,0,-0.03300000,0.99400000,0.05100000,-0.04000000,-0.09000000,-0.23000000,0.01165454,-0.00262420,0.00343138,86.87000000,2.14000000,0.02000000
9,0,-0.03700000,0.99900000,0.05300000,-0.10000000,-0.19000000,0.06000000,0.01154895,-0.00282480,0.00349473,86.88000000,2.13000000,0.02000000
10,0,-0.03400000,0.99700000,0.05400000,0.20000000,0.27000000,0.06000000,0.01175716,-0.00254372,0.00355719,86.87000000,2.11000000,0.02000000
11,0,-0.03500000,0.99500000,0.05000000,-0.19000000,0.18000000,-0.05000000,0.01156725,-0.00236380,0.00350722,86.88000000,2.12000000,0.02000000
12,0,-0.03900000,0.99800000,0.05600000,-0.07000000,0.09000000,0.13000000,0.01149524,-0.00227122,0.00364094,86.87000000,2.12000000,0.02000000
13,0,-0.03800000,0.99800000,0.05600000,-0.14000000,-0.21000000,0.18000000,0.01135257,-0.00248524,0.00382438,86.87000000,2.13000000,0.02000000
14,0,-0.04000000,0.99700000,0.05200000,-0.17000000,-0.05000000,0.11000000,0.01116615,-0.00254006,0.00394500,86.87000000,2.13000000,0.02000000
15,0,-0.03500000,0.99400000,0.05700000,-0.29000000,0.27000000,-0.07000000,0.01083009,-0.00222718,0.00386389,86.87000000,2.14000000,0.02000000
16,0,-0.03500000,0.99200000,0.05300000,-0.41000000,-0.10000000,-0.26000000,0.01000844,-0.00242759,0.00334284,86.86000000,2.14000000,0.02000000
17,0,-0.03500000,0.99100000,0.05500000,-0.10000000,0.11000000,0.08000000,0.00987409,-0.00227979,0.00345033,86.86000000,2.14000000,0.02000000
18,0,-0.03900000,1.00300000,0.05600000,0.06000000,0.07000000,-0.01000000,0.00997948,-0.00215683,0.00343276,86.86000000,2.14000000,0.02000000
19,0,-0.03600000,0.99600000,0.05600000,0.08000000,0.11000000,-0.07000000,0.01007255,-0.00202886,0.00335133,86.87000000,2.14000000,0.02000000
20,0,-0.03800000,0.99800000,0.05300000,0.01000000,0.14000000,-0.33000000,0.01008414,-0.00186653,0.00296868,86.86000000,2.14000000,0.02000000
21,0,-0.03200000,1.00000000,0.05200000,0.06000000,-0.03000000,0.13000000,0.01014447,-0.00189670,0.00309940,86.87000000,2.13000000,0.02000000
22,0,-0.03600000,0.99700000,0.05200000,0.06000000,0.04000000,0.10000000,0.01020695,-0.00185504,0.00320353,86.87000000,2.12000000,0.02000000
23,0,-0.03800000,0.99800000,0.05700000,0.02000000,-0.01000000,0.01000000,0.01022788,-0.00186551,0.00321399,86.87000000,2.12000000,0.02000000
24,0,-0.03800000,0.99800000,0.05600000,-0.13000000,0.07000000,-0.18000000,0.01008913,-0.00179080,0.00302189,86.87000000,2.13000000,0.02000000
25,0,-0.03400000,1.00300000,0.05200000,0.28000000,-0.07000000,-0.23000000,0.01039277,-0.00186671,0.00277247,86.87000000,2.12000000,0.02000000
26,0,-0.03600000,0.99400000,0.05100000,0.03000000,0.08000000,0.07000000,0.01042508,-0.00178057,0.00284784,86.86000000,2.12000000,0.02000000
27,0,-0.03900000,0.99700000,0.05300000,-0.29000000,0.01000000,-0.12000000,0.01011834,-0.00176999,0.00272092,86.86000000,2.13000000,0.02000000
28,0,-0.03800000,1.00000000,0.05200000,0.14000000,-0.15000000,-0.03000000,0.01028197,-0.00194531,0.00268585,86.87000000,2.14000000,0.02000000
29,0,-0.03200000,0.99700000,0.05800000,-0.17000000,-0.13000000,0.22000000,0.00768306,-0.00393272,0.00604915,86.87000000,2.13000000,0.02000000
30,0,-0.03100000,0.99500000,0.05700000,0.04000000,0.22000000,0.06000000,0.00772988,-0.00367521,0.00611938,86.87000000,2.13000000,0.02000000
31,0,-0.03800000,0.99800000,0.05500000,-0.04000000,-0.08000000,-0.23000000,0.00768540,-0.00376416,0.00586366,86.87000000,2.13000000,0.02000000
32,0,-0.03700000,1.00000000,0.05700000,-0.16000000,-0.09000000,-0.07000000,0.00749934,-0.00386882,0.00578226,86.87000000,2.13000000,0.02000000
33,0,-0.03400000,0.99900000,0.05500000,0.08000000,-0.22000000,0.20000000,0.00758938,-0.00411641,0.00600735,86.87000000,2.12000000,0.02000000
34,0,-0.04300000,0.99900000,0.05500000,-0.29000000,-0.19000000,-0.01000000,0.00725581,-0.00433496,0.00599584,86.86000000,2.13000000,0.02000000
35,0,-0.03700000,1.00200000,0.05400000,0.22000000,-0.11000000,-0.13000000,0.01929621,-0.01035516,-0.00111894,86.86000000,2.13000000,0.02000000
36,0,-0.03400000,1.00100000,0.05300000,0.09000000,-0.02000000,-0.30000000,0.01939201,-0.01037645,-0.00143826,86.86000000,2.14000000,0.02000000
37,0,-0.03700000,1.00100000,0.05700000,-0.02000000,-0.11000000,0.07000000,0.01937181,-0.01048752,-0.00136757,86.87000000,2.13000000,0.02000000
