Measurement Count,IMU_MODE,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,X_DEL_ANG,Y_DEL_ANG,Z_DEL_ANG,ROLL,PITCH,HEADING
1,0,0.70200000,-0.14100000,0.69700000,0.02000000,-0.00000000,0.16000000,0.00001984,0.00000000,0.00015871,0.00000000,-0.00000000,0.00000000
2,0,0.70600000,-0.13500000,0.70100000,0.18000000,-0.20000000,-0.04000000,0.00021122,-0.00021264,0.00011618,-11.24000000,-44.85000000,0.18000000
3,0,0.70500000,-0.13700000,0.69400000,0.05000000,-0.17000000,-0.08000000,0.00026123,-0.00038269,0.00003616,-11.28000000,-44.85000000,0.20000000
4,0,0.71300000,-0.13700000,0.69400000,0.21000000,-0.03000000,-0.07000000,0.00046843,-0.00041229,-0.00003291,-11.30000000,-44.81000000,0.22000000
5,0,0.71000000,-0.13800000,0.69400000,-0.12000000,-0.06000000,-0.10000000,0.00035037,-0.00047132,-0.00013129,-11.28000000,-44.84000000,0.20000000
6,0,0.70200000,-0.13800000,0.69600000,0.10000000,-0.00000000,0.29000000,0.00045112,-0.00047132,0.00016086,-11.29000000,-44.85000000,0.21000000
7,0,0.70600000,-0.13900000,0.69400000,0.11000000,-0.21000000,0.18000000,0.00056062,-0.00068037,0.00034005,-11.28000000,-44.84000000,0.20000000
8,0,0.70800000,-0.13800000,0.69300000,-0.25000000,0.17000000,-0.23000000,0.00031461,-0.00051308,0.00011372,-11.25000000,-44.83000000,0.18000000
9,0,0.70700000,-0.13900000,0.69600000,-0.02000000,-0.22000000,0.38000000,0.00029491,-0.00072978,0.00048802,-11.25000000,-44.84000000,0.18000000
10,0,0.70500000,-0.14100000,0.69600000,-0.04000000,0.16000000,0.35000000,0.00025543,-0.00057188,0.00083344,-11.25000000,-44.83000000,0.18000000
11,0,0.70500000,-0.14300000,0.69200000,0.19000000,0.16000000,-0.08000000,0.00045160,-0.00040669,0.00075085,-11.24000000,-44.84000000,0.18000000
12,0,0.70900000,-0.14000000,0.69400000,-0.01000000,0.24000000,-0.09000000,0.00044170,-0.00016914,0.00066177,-11.27000000,-44.84000000,0.19000000
13,0,0.71000000,-0.13800000,0.69300000,-0.42000000,-0.01000000,0.12000000,0.00001448,-0.00017931,0.00078383,-11.26000000,-44.85000000,0.19000000
14,0,0.70200000,-0.13900000,0.69400000,0.13000000,-0.19000000,-0.14000000,0.00014755,-0.00037380,0.00064052,-11.27000000,-44.85000000,0.19000000
15,0,0.71000000,-0.13200000,0.69400000,-0.00000000,-0.23000000,0.12000000,0.00014755,-0.00061434,0.00076602,-11.26000000,-44.85000000,0.19000000
16,0,0.70500000,-0.13800000,0.69500000,-0.04000000,-0.08000000,-0.04000000,0.00010616,-0.00069712,0.00072462,-11.25000000,-44.84000000,0.18000000
17,0,0.70300000,-0.13400000,0.69300000,-0.03000000,-0.01000000,-0.05000000,0.00007443,-0.00070770,0.00067175,-11.24000000,-44.84000000,0.18000000
18,0,0.70400000,-0.14100000,0.69900000,0.06000000,0.07000000,0.18000000,0.00014149,-0.00062947,0.00087291,-11.26000000,-44.83000000,0.19000000
19,0,0.70600000,-0.14000000,0.69400000,0.17000000,0.18000000,0.05000000,0.00032738,-0.00043264,0.00092759,-11.27000000,-44.83000000,0.19000000
20,0,0.70700000,-0.13700000,0.69500000,0.03000000,-0.00000000,-0.18000000,0.00035905,-0.00043264,0.00073758,-11.26000000,-44.84000000,0.19000000
21,0,0.70600000,-0.13800000,0.70100000,0.14000000,-0.23000000,-0.00000000,0.00050379,-0.00067043,0.00073758,-11.26000000,-44.84000000,0.19000000
22,0,0.70600000,-0.13700000,0.69600000,-0.11000000,0.10000000,-0.05000000,0.00038178,-0.00055951,0.00068212,-11.26000000,-44.84000000,0.19000000
23,0,0.70700000,-0.14300000,0.69300000,-0.23000000,0.04000000,-0.04000000,0.00011015,-0.00051227,0.00063488,-11.27000000,-44.84000000,0.20000000
24,0,0.70200000,-0.13700000,0.69400000,-0.19000000,-0.01000000,0.00000000,-0.00012815,-0.00052481,0.00063488,-11.27000000,-44.84000000,0.19000000
25,0,0.70000000,-0.13400000,0.69400000,0.04000000,0.11000000,-0.26000000,-0.00006496,-0.00035105,0.00022418,-11.25000000,-44.83000000,0.18000000
26,0,0.70600000,-0.14100000,0.69500000,0.05000000,0.04000000,-0.13000000,-0.00000854,-0.00030591,0.00007747,-11.25000000,-44.83000000,0.18000000
27,0,0.70700000,-0.13700000,0.69900000,-0.12000000,0.25000000,0.11000000,-0.00013875,-0.00003463,0.00019683,-11.25000000,-44.84000000,0.18000000
28,0,0.69900000,-0.13600000,0.69800000,0.11000000,0.18000000,-0.15000000,0.00199254,0.00345295,-0.00270948,-11.25000000,-44.83000000,0.18000000
29,0,0.71000000,-0.13800000,0.69300000,-0.11000000,0.10000000,0.01000000,0.00186408,0.00356974,-0.00269780,-11.26000000,-44.83000000,0.19000000
30,0,0.70400000,-0.13600000,0.69600000,-0.18000000,0.02000000,-0.27000000,0.00167703,0.00359052,-0.00297837,-11.25000000,-44.83000000,0.18000000
31,0,0.70600000,-0.13900000,0.69600000,0.09000000,0.11000000,0.15000000,0.00176935,0.00370336,-0.00282450,-11.25000000,-44.83000000,0.18000000
32,0,0.70500000,-0.14100000,0.69400000,0.12000000,0.10000000,-0.09000000,0.00189222,0.00380574,-0.00291665,-11.25000000,-44.84000000,0.18000000
