Measurement Count,IMU_MODE,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,X_DEL_ANG,Y_DEL_ANG,Z_DEL_ANG,ROLL,PITCH,HEADING
1,0,0.00100000,0.01400000,0.99800000,0.24000000,-0.06000000,0.07000000,0.07285546,-0.01821386,0.02124951,0.74000000,0.03000000,0.00000000
2,0,0.00700000,0.01700000,1.00400000,-0.08000000,-0.41000000,-0.10000000,0.07277315,-0.01863571,0.02114662,0.71000000,0.06000000,-0.00000000
3,0,-0.00100000,0.01300000,0.99700000,0.03000000,0.25000000,-0.08000000,0.07280296,-0.01838725,0.02106711,0.65000000,0.02000000,-0.00000000
4,0,0.00300000,0.01200000,0.99700000,0.07000000,0.02000000,0.00000000,0.07287277,-0.01836730,0.02106711,0.67000000,0.02000000,-0.00000000
5,0,0.00200000,0.01000000,1.00000000,0.05000000,-0.10000000,-0.20000000,0.07292256,-0.01846690,0.02086792,0.66000000,0.00000000,-0.00000000
6,0,-0.00300000,0.01200000,1.00000000,0.08000000,-0.18000000,-0.05000000,0.07300466,-0.01865163,0.02081661,0.71000000,0.02000000,-0.00000000
7,0,-0.00100000,0.01000000,1.00000000,-0.04000000,0.10000000,-0.05000000,0.07296458,-0.01855141,0.02076650,0.70000000,0.02000000,-0.00000000
8,0,-0.00200000,0.01600000,0.99900000,0.14000000,0.14000000,0.07000000,0.07310468,-0.01841131,0.02083655,0.72000000,0.02000000,-0.00000000
9,0,0.00100000,0.01300000,1.00000000,-0.09000000,-0.01000000,-0.19000000,0.07301354,-0.01842143,0.02064414,0.71000000,0.04000000,-0.00000000
10,0,-0.00200000,0.01600000,0.99700000,-0.06000000,-0.05000000,0.06000000,0.07294604,-0.01847768,0.02071164,0.73000000,0.04000000,-0.00000000
11,0,0.00200000,0.01900000,0.99800000,-0.44000000,-0.03000000,0.01000000,0.07248442,-0.01850915,0.02072213,0.73000000,0.01000000,-0.00000000
12,0,-0.00200000,0.01700000,1.00100000,0.16000000,-0.00000000,-0.11000000,0.07264610,-0.01850915,0.02061097,0.74000000,0.01000000,-0.00000000
13,0,-0.00500000,0.01400000,0.99700000,0.05000000,0.05000000,0.09000000,0.07269817,-0.01845709,0.02070469,0.75000000,0.01000000,-0.00000000
14,0,0.00200000,0.00900000,1.00000000,-0.12000000,0.03000000,0.11000000,0.07256732,-0.01842438,0.02082463,0.74000000,0.01000000,-0.00000000
15,0,-0.00300000,0.01500000,1.00300000,-0.20000000,0.08000000,0.15000000,0.07234085,-0.01833379,0.02099449,0.74000000,0.01000000,-0.00000000
16,0,-0.00200000,0.01400000,1.00100000,0.05000000,-0.08000000,-0.24000000,0.07239662,-0.01842303,0.02072678,0.74000000,0.02000000,-0.00000000
17,0,-0.00100000,0.01200000,1.00500000,-0.22000000,-0.19000000,0.06000000,0.07216508,-0.01862300,0.02078993,0.74000000,0.02000000,-0.00000000
18,0,-0.00300000,0.01600000,0.99800000,0.17000000,-0.05000000,-0.08000000,0.07234246,-0.01867517,0.02070646,0.74000000,0.02000000,-0.00000000
19,0,0.00300000,0.01300000,1.00200000,0.14000000,0.11000000,-0.06000000,0.07248500,-0.01856317,0.02064537,0.76000000,0.01000000,-0.00000000
20,0,-0.00400000,0.01600000,0.99700000,-0.07000000,-0.18000000,-0.08000000,0.07241311,-0.01874803,0.02056321,0.76000000,0.01000000,-0.00000000
